execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir
28,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
29,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
30,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
1,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
2,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
3,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
4,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
5,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
6,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
7,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
8,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
9,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
10,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
11,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
12,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
13,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
14,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
15,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
16,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
17,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
18,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
19,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
20,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
21,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
22,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
23,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
24,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
25,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
26,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
27,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
28,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
29,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
30,xwiki,XWIKI-13196,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13196
1,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
2,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
3,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
4,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
5,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
6,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
7,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
8,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
9,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
10,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
11,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
12,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
13,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
14,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
15,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
16,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
17,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
18,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
19,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
20,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
21,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
22,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
23,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
24,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
25,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
26,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
27,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
28,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
29,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
30,chart,CHART-13b,13b,becnhmark/applications/CHART-bins/CHART-13b,chart,becnhmark/crashes/CHART/CHART-13b/CHART-13b.log,yes,13f,6,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/CHART-13b
1,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
2,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
3,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
4,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
5,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
6,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
7,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
8,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
9,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
10,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
11,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
12,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
13,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
14,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
15,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
16,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
17,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
18,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
19,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
20,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
21,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
22,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
23,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
24,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
25,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
26,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
27,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
28,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
29,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
30,time,TIME-20b,20b,becnhmark/applications/TIME-bins/TIME-20b,time,becnhmark/crashes/TIME/TIME-20b/TIME-20b.log,yes,20f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/TIME-20b
1,lang,LANG-2b,2b,becnhmark/applications/LANG-bins/LANG-2b,lang3,becnhmark/crashes/LANG/LANG-2b/LANG-2b.log,yes,2f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-2b
2,lang,LANG-2b,2b,becnhmark/applications/LANG-bins/LANG-2b,lang3,becnhmark/crashes/LANG/LANG-2b/LANG-2b.log,yes,2f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-2b
3,lang,LANG-2b,2b,becnhmark/applications/LANG-bins/LANG-2b,lang3,becnhmark/crashes/LANG/LANG-2b/LANG-2b.log,yes,2f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-2b
4,lang,LANG-2b,2b,becnhmark/applications/LANG-bins/LANG-2b,lang3,becnhmark/crashes/LANG/LANG-2b/LANG-2b.log,yes,2f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-2b
5,lang,LANG-2b,2b,becnhmark/applications/LANG-bins/LANG-2b,lang3,becnhmark/crashes/LANG/LANG-2b/LANG-2b.log,yes,2f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-2b
6,lang,LANG-2b,2b,becnhmark/applications/LANG-bins/LANG-2b,lang3,becnhmark/crashes/LANG/LANG-2b/LANG-2b.log,yes,2f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-2b
7,lang,LANG-2b,2b,becnhmark/applications/LANG-bins/LANG-2b,lang3,becnhmark/crashes/LANG/LANG-2b/LANG-2b.log,yes,2f,1,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/LANG-2b
